,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
323,HYBRID_TFT_SVR_KNN_ARIMA,0.00064443326665,0.0248339110755268,0.0189286553637281,0.0284482187374113,0.7304201373513347
324,HYBRID_RF_SVR_KNN_ARIMA,0.0006509329218079,0.0249633562252099,0.0190226680515546,0.028608990281359,0.72696019596275
325,GRU_LSTM_TCN_TFT_RF,0.0006402330296194,0.0247518736873748,0.0189046037282528,0.0284085816311954,0.7315891588211875
326,GRU_LSTM_TCN_TFT_SVR,0.000629839232812,0.0245469078217277,0.0187907405322065,0.0282283951319309,0.7365388963068947
327,GRU_LSTM_TCN_TFT_KNN,0.0006335744060206,0.024614371799861,0.0188336285276578,0.0282890025509011,0.7349328085394373
328,GRU_LSTM_TCN_TFT_ARIMA,0.0006355112755424,0.024654751317022,0.0188516373823313,0.028308265351339,0.7343692234015284
329,GRU_LSTM_TCN_RF_SVR,0.0006362372187668,0.024674862618262,0.0188813865364078,0.0283816649329335,0.7331023252832048
330,GRU_LSTM_TCN_RF_KNN,0.0006392451059825,0.0247293735899897,0.018896612790775,0.0283997552177195,0.7318171588032508
331,GRU_LSTM_TCN_RF_ARIMA,0.0006411627371093,0.0247693955199764,0.0189138342701858,0.0284176209005428,0.731256976600762
332,GRU_LSTM_TCN_SVR_KNN,0.0006288690088304,0.0245242804867432,0.018779460740715,0.0282151231603433,0.7367592037318268
333,GRU_LSTM_TCN_SVR_ARIMA,0.0006307332869953,0.0245635685288881,0.0187988526597801,0.0282366139791753,0.7362319936283356
334,GRU_LSTM_TCN_KNN_ARIMA,0.0006344769546038,0.0246310627087999,0.0188357117635512,0.0282883004812138,0.7346247586498875
335,GRU_LSTM_TFT_RF_SVR,0.0006367452698241,0.0246815003565565,0.0188695565356654,0.0283685190746434,0.7328011988100194
336,GRU_LSTM_TFT_RF_KNN,0.0006398645459999,0.0247378973479178,0.0188904995936741,0.028395512954877,0.7314532372446675
337,GRU_LSTM_TFT_RF_ARIMA,0.0006417711652336,0.024777496251042,0.0189090329480377,0.0284151992201281,0.7309013307479812
338,GRU_LSTM_TFT_SVR_KNN,0.000629364629852,0.0245308796502502,0.0187722277128707,0.0282088802685296,0.7364587979523268
